student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
23652,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,1000-4999,Public Sector,3,100,0
33264,city_157,0.769,Male,Has relevant experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,2,28,0
1860,city_21,0.624,Female,Has relevant experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,56,1
6324,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,6,100-499,null,1,96,0
32246,city_94,0.698,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,7,0
28932,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,1,13,0
24913,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,1,58,1
28385,city_74,0.579,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,1,16,1
15000,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,50,1
27553,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,>20,<10,Pvt Ltd,>4,47,0
14995,city_114,0.926,Male,No relevant experience,Full time course,High School,null,2,null,null,1,5,0
23165,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,48,0
21982,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,No Major,3,50-99,Pvt Ltd,2,19,0
17766,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,27,0
22019,city_100,0.887,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,>4,3,0
30032,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,1,25,0
18251,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,45,0
30318,city_114,0.926,Male,Has relevant experience,Part time course,Masters,STEM,>20,50-99,Pvt Ltd,4,102,1
4521,city_90,0.698,Male,No relevant experience,Full time course,Graduate,STEM,11,null,Pvt Ltd,never,22,1
23724,city_144,0.84,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,94,1
22596,city_102,0.804,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,null,null,2,79,0
17586,city_160,0.92,Male,No relevant experience,Part time course,Graduate,STEM,2,null,null,1,10,1
562,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,1,300,0
18585,city_36,0.893,null,No relevant experience,Full time course,Graduate,STEM,4,null,null,1,46,1
5292,city_74,0.579,null,No relevant experience,Full time course,Graduate,Other,6,null,null,never,63,1
18613,city_102,0.804,Male,No relevant experience,no_enrollment,Graduate,STEM,3,100-499,Pvt Ltd,2,13,0
1068,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,1,4,0
6219,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,1,88,1
22020,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,2,10,1
30545,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,No Major,9,<10,Funded Startup,1,32,0
12537,city_44,0.725,Female,No relevant experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,52,0
21,city_73,0.754,Male,Has relevant experience,Full time course,Graduate,STEM,8,null,null,2,90,0
24278,city_11,0.55,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,never,66,0
9932,city_100,0.887,Male,Has relevant experience,no_enrollment,Masters,STEM,7,Oct-49,null,2,9,1
17671,city_83,0.923,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,3,46,0
4458,city_123,0.738,null,No relevant experience,null,Graduate,STEM,1,null,Pvt Ltd,never,110,0
26528,city_104,0.924,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,10,0
15736,city_103,0.92,Male,No relevant experience,no_enrollment,Primary School,null,1,null,null,never,83,0
9223,city_21,0.624,Female,Has relevant experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,89,1
10402,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,134,1
30662,city_67,0.855,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,null,null,1,28,0
24313,city_21,0.624,Male,No relevant experience,Full time course,Masters,STEM,4,null,Public Sector,1,66,1
18938,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,7,100-499,Pvt Ltd,3,54,0
15354,city_74,0.579,null,Has relevant experience,no_enrollment,Graduate,Humanities,6,<10,Other,2,85,1
25320,city_16,0.91,Male,No relevant experience,Part time course,Graduate,Business Degree,19,<10,Pvt Ltd,>4,9,0
28796,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,>20,null,null,2,36,0
28186,city_74,0.579,null,No relevant experience,null,Graduate,STEM,6,100-499,Pvt Ltd,1,200,1
12784,city_114,0.926,null,Has relevant experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,103,0
15415,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,53,0
2974,city_28,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,10,50-99,Other,2,38,1
33331,city_94,0.698,Male,Has relevant experience,Part time course,Graduate,STEM,4,null,null,1,28,1
17741,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,19,100-499,Pvt Ltd,>4,48,1
16241,city_19,0.682,null,Has relevant experience,no_enrollment,Graduate,Other,6,500-999,Public Sector,1,112,0
27284,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,500-999,Funded Startup,4,7,1
27856,city_98,0.949,null,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,168,0
11910,city_103,0.92,Male,No relevant experience,no_enrollment,Primary School,null,7,null,null,never,25,0
31121,city_11,0.55,Male,No relevant experience,no_enrollment,Masters,STEM,10,Oct-49,Pvt Ltd,1,26,0
8970,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,62,0
30249,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,3,40,0
24698,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Early Stage Startup,1,3,0
11604,city_21,0.624,Female,No relevant experience,no_enrollment,Graduate,STEM,<1,50-99,null,1,23,0
9188,city_64,0.666,Female,No relevant experience,no_enrollment,Graduate,STEM,6,Oct-49,Funded Startup,never,70,0
11249,city_103,0.92,Female,No relevant experience,no_enrollment,Primary School,null,3,null,null,never,17,0
10896,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,2,18,1
19045,city_116,0.743,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,1,34,0
20901,city_65,0.802,Male,No relevant experience,null,Phd,STEM,4,null,null,1,57,0
7970,city_45,0.89,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,65,0
5262,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,1,192,1
8265,city_160,0.92,Male,No relevant experience,no_enrollment,High School,null,3,null,null,never,34,0
13989,city_74,0.579,Male,Has relevant experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,268,1
23160,city_114,0.926,Male,No relevant experience,no_enrollment,High School,null,4,null,null,never,33,0
17156,city_115,0.789,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,2,0
27448,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,6,0
2769,city_21,0.624,Male,No relevant experience,Full time course,High School,null,2,null,Pvt Ltd,never,7,0
22935,city_136,0.897,null,No relevant experience,null,Graduate,null,3,null,null,null,92,0
25835,city_159,0.843,Male,Has relevant experience,no_enrollment,High School,null,>20,null,null,>4,44,0
24175,city_141,0.763,null,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,4,36,0
23368,city_21,0.624,Male,No relevant experience,Full time course,High School,null,7,null,null,1,38,1
12497,city_65,0.802,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,Oct-49,Early Stage Startup,>4,6,0
5748,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,1,41,0
2868,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,4,50,0
13111,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,2,180,0
30588,city_162,0.767,Female,No relevant experience,Full time course,High School,null,2,null,null,1,24,0
8478,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,null,null,>4,163,0
25499,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,500-999,Funded Startup,1,54,0
17559,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Early Stage Startup,1,31,0
1991,city_24,0.698,null,Has relevant experience,Part time course,High School,null,4,100-499,Pvt Ltd,2,44,0
22361,city_149,0.689,null,No relevant experience,Full time course,null,null,<1,1000-4999,Public Sector,1,86,1
24873,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1,51,1
10735,city_19,0.682,Male,No relevant experience,Full time course,High School,null,6,null,null,never,106,0
28226,city_21,0.624,Male,No relevant experience,Full time course,High School,null,7,5000-9999,Pvt Ltd,1,167,1
24333,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,85,1
31737,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,84,0
27391,city_103,0.92,null,No relevant experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,256,0
18085,city_102,0.804,Male,Has relevant experience,no_enrollment,Graduate,Other,>20,null,null,1,20,1
6974,city_136,0.897,null,No relevant experience,Full time course,Masters,STEM,8,null,null,1,51,0
26239,city_103,0.92,Female,No relevant experience,no_enrollment,Graduate,STEM,>20,null,null,>4,202,1
5352,city_100,0.887,Male,Has relevant experience,no_enrollment,Graduate,No Major,2,Oct-49,Pvt Ltd,1,50,0
15274,city_53,0.74,Male,No relevant experience,Full time course,High School,null,3,null,null,never,160,0
30711,city_46,0.762,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,1,22,0
7981,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,69,0
30659,city_46,0.762,Male,No relevant experience,Full time course,Graduate,STEM,3,null,null,>4,12,1
12063,city_114,0.926,Male,Has relevant experience,Full time course,Graduate,STEM,7,<10,Early Stage Startup,2,178,0
27219,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,2,null,null,1,62,1
27149,city_71,0.884,Male,Has relevant experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,6,0
18761,city_67,0.855,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,16,0
18230,city_73,0.754,Male,No relevant experience,no_enrollment,Phd,STEM,15,null,null,1,41,0
25974,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Funded Startup,1,28,0
31509,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,8,null,null,1,111,1
5268,city_97,0.925,Male,Has relevant experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,43,0
22332,city_73,0.754,Male,No relevant experience,Full time course,High School,null,2,null,null,never,49,0
15412,city_21,0.624,Male,No relevant experience,no_enrollment,Graduate,STEM,7,10000+,Public Sector,2,36,0
26328,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,17,null,null,1,2,0
11798,city_103,0.92,Male,No relevant experience,no_enrollment,Masters,STEM,1,null,null,never,19,0
2947,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,10,0
27565,city_89,0.925,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,27,0
18587,city_90,0.698,null,Has relevant experience,null,Masters,STEM,10,1000-4999,NGO,2,30,1
15067,city_136,0.897,null,Has relevant experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,2,12,0
14919,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,41,1
534,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,100-499,Funded Startup,1,124,0
30792,city_46,0.762,Female,Has relevant experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,20,0
9171,city_50,0.896,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,2,276,0
18562,city_21,0.624,null,Has relevant experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,192,1
29319,city_145,0.555,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,2,29,1
25683,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,Oct-49,Early Stage Startup,1,38,1
4121,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,100-499,Pvt Ltd,1,97,0
11700,city_103,0.92,null,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,131,0
4520,city_67,0.855,null,Has relevant experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,47,0
17239,city_102,0.804,Male,Has relevant experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,3,127,0
785,city_23,0.899,Male,Has relevant experience,no_enrollment,High School,null,15,100-499,Pvt Ltd,>4,94,0
29646,city_11,0.55,Male,No relevant experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,1,66,1
29034,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,500-999,NGO,2,163,0
17475,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,44,0
18255,city_89,0.925,Male,No relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,182,0
173,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,45,0
29599,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,18,0
21304,city_14,0.698,Male,No relevant experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,166,1
13178,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,8,50-99,Funded Startup,3,29,1
6403,city_160,0.92,Male,No relevant experience,Full time course,Graduate,STEM,11,null,null,1,15,0
6577,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,100-499,Public Sector,2,30,0
25238,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,108,0
6589,city_83,0.923,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,40,0
23868,city_157,0.769,Male,Has relevant experience,Part time course,Graduate,STEM,3,<10,Funded Startup,1,48,0
30733,city_160,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,55,0
7838,city_77,0.83,Male,Has relevant experience,no_enrollment,Primary School,null,12,100-499,Pvt Ltd,1,43,0
4651,city_90,0.698,null,No relevant experience,Full time course,Masters,STEM,7,null,null,2,158,0
4212,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,94,0
13469,city_16,0.91,Male,Has relevant experience,Part time course,Graduate,STEM,12,1000-4999,Pvt Ltd,1,167,0
33187,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,Humanities,5,500-999,Pvt Ltd,>4,68,0
8601,city_160,0.92,Other,No relevant experience,Full time course,Graduate,STEM,4,null,null,1,114,1
27511,city_103,0.92,null,Has relevant experience,no_enrollment,Phd,Humanities,>20,null,null,>4,108,0
9949,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,35,0
28020,city_21,0.624,Male,No relevant experience,Full time course,Graduate,STEM,2,null,null,never,36,0
22589,city_105,0.794,Male,Has relevant experience,no_enrollment,Masters,Other,13,<10,Early Stage Startup,1,6,0
16736,city_103,0.92,null,No relevant experience,no_enrollment,Masters,STEM,null,10000+,null,null,103,0
12145,city_57,0.866,null,No relevant experience,no_enrollment,High School,null,<1,null,null,never,182,0
9538,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,320,0
810,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,128,0
13368,city_19,0.682,null,Has relevant experience,null,Graduate,STEM,>20,10000+,Pvt Ltd,1,86,0
16275,city_76,0.698,Male,Has relevant experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,3,39,1
10376,city_126,0.479,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,500-999,Funded Startup,1,4,0
30596,city_55,0.739,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,44,0
5700,city_10,0.895,Male,Has relevant experience,Part time course,Graduate,STEM,12,Oct-49,Pvt Ltd,1,12,0
5732,city_114,0.926,Male,Has relevant experience,Full time course,High School,null,9,100-499,Pvt Ltd,1,18,0
7587,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,NGO,1,17,0
28414,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,>4,262,0
22304,city_99,0.915,Male,No relevant experience,Full time course,High School,null,2,100-499,null,1,34,0
18869,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,66,0
16392,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,1,40,0
3044,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,null,null,>4,10,1
21030,city_103,0.92,Male,No relevant experience,Full time course,Masters,Humanities,4,null,null,4,44,1
26555,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,56,0
10537,city_65,0.802,Female,Has relevant experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,1,108,0
27594,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,null,28,0
11222,city_73,0.754,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,never,42,0
11740,city_103,0.92,Male,Has relevant experience,no_enrollment,null,null,>20,500-999,Pvt Ltd,>4,6,0
17053,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,206,0
7670,city_103,0.92,null,No relevant experience,Full time course,Graduate,STEM,9,null,null,1,28,1
18739,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,never,106,0
26967,city_103,0.92,null,Has relevant experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,51,0
5719,city_28,0.939,null,No relevant experience,no_enrollment,High School,null,2,5000-9999,null,1,10,0
25959,city_10,0.895,Male,Has relevant experience,no_enrollment,Masters,STEM,16,<10,Pvt Ltd,1,129,0
19691,city_16,0.91,Male,Has relevant experience,no_enrollment,High School,null,13,5000-9999,Public Sector,>4,52,1
2540,city_102,0.804,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,100-499,Pvt Ltd,2,23,0
6232,city_103,0.92,Male,Has relevant experience,no_enrollment,null,null,2,50-99,null,1,84,0
17148,city_27,0.848,Male,Has relevant experience,Full time course,Graduate,STEM,6,500-999,Public Sector,1,11,0
25428,city_104,0.924,null,Has relevant experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,>4,4,0
30127,city_16,0.91,null,Has relevant experience,no_enrollment,Graduate,STEM,15,Oct-49,Early Stage Startup,1,326,0
21197,city_99,0.915,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,>4,70,0
3142,city_162,0.767,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,122,0
7192,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,3,12,1
15244,city_103,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,131,0
32398,city_160,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,6,0
31970,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,1,9,0
29028,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,98,0
27757,city_75,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,18,100-499,Pvt Ltd,1,20,0
15112,city_103,0.92,Male,No relevant experience,Full time course,Graduate,STEM,2,null,null,never,47,1
13653,city_21,0.624,null,Has relevant experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,4,92,0
23526,city_90,0.698,Male,No relevant experience,no_enrollment,null,null,6,null,null,2,136,0
18812,city_21,0.624,Male,Has relevant experience,Part time course,Masters,STEM,14,50-99,null,1,112,1
21314,city_74,0.579,Male,No relevant experience,Full time course,Graduate,STEM,<1,null,null,never,145,1
25401,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,96,0
7681,city_46,0.762,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,null,null,>4,70,0
16956,city_20,0.796,Male,Has relevant experience,Full time course,Graduate,STEM,6,null,null,1,121,0
31906,city_73,0.754,Male,Has relevant experience,Full time course,Graduate,Other,7,null,null,4,78,0
4569,city_90,0.698,Male,No relevant experience,Full time course,Graduate,STEM,7,null,null,1,6,1
16304,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,56,1
1519,city_136,0.897,null,No relevant experience,Part time course,Masters,STEM,6,50-99,Funded Startup,1,66,0
2162,city_89,0.925,Male,Has relevant experience,no_enrollment,Graduate,Arts,20,50-99,Pvt Ltd,2,4,0
25842,city_21,0.624,Male,No relevant experience,no_enrollment,Masters,STEM,9,5000-9999,Pvt Ltd,1,62,0
21013,city_65,0.802,Male,Has relevant experience,Full time course,Graduate,STEM,2,Oct-49,Pvt Ltd,2,50,0
2178,city_61,0.913,Other,Has relevant experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,12,0
9346,city_39,0.898,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,244,0
24580,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,156,0
3957,city_100,0.887,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,21,0
15209,city_73,0.754,Male,Has relevant experience,no_enrollment,Masters,STEM,20,null,Pvt Ltd,>4,66,0
33138,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,60,0
10763,city_136,0.897,Female,No relevant experience,Full time course,Masters,Humanities,5,null,Public Sector,2,94,0
3340,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,72,0
1607,city_99,0.915,null,No relevant experience,Part time course,Graduate,STEM,5,null,null,1,143,0
11,city_103,0.92,Male,Has relevant experience,Part time course,Primary School,null,11,null,null,4,20,0
7292,city_10,0.895,Male,Has relevant experience,Part time course,Graduate,Arts,2,Oct-49,Pvt Ltd,1,2,0
12181,city_138,0.836,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,2,82,0
27515,city_117,0.698,null,No relevant experience,Full time course,Graduate,STEM,1,null,null,1,47,0
5256,city_83,0.923,Female,Has relevant experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,>4,13,0
14956,city_160,0.92,null,No relevant experience,no_enrollment,Primary School,null,<1,null,null,never,12,0
8945,city_158,0.766,null,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,282,1
25268,city_90,0.698,Male,Has relevant experience,Part time course,Graduate,STEM,4,100-499,Pvt Ltd,2,72,0
15127,city_103,0.92,null,No relevant experience,no_enrollment,Masters,Other,20,null,null,2,30,1
3015,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,null,null,1,91,0
14632,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,13,null,Public Sector,>4,7,0
28228,city_97,0.925,Male,No relevant experience,no_enrollment,null,null,1,null,null,never,89,0
8206,city_45,0.89,null,Has relevant experience,Part time course,High School,null,10,50-99,Pvt Ltd,1,86,1
25091,city_71,0.884,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,26,0
30353,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,1000-4999,Public Sector,1,21,0
20312,city_175,0.776,Male,Has relevant experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,1,31,1
32103,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,Oct-49,Funded Startup,1,17,0
27230,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,100-499,Funded Startup,1,54,0
26424,city_100,0.887,Male,No relevant experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,23,1
17704,city_103,0.92,Male,No relevant experience,no_enrollment,High School,null,3,null,null,never,90,0
23617,city_103,0.92,Male,No relevant experience,Full time course,High School,null,11,null,null,never,37,1
30603,city_16,0.91,Male,No relevant experience,no_enrollment,High School,null,5,null,null,1,41,0
28623,city_103,0.92,null,Has relevant experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,1,160,0
15082,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,84,0
15393,city_117,0.698,Male,No relevant experience,Full time course,High School,null,7,null,null,1,12,1
21716,city_103,0.92,Male,No relevant experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,never,182,0
10747,city_100,0.887,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,18,0
10430,city_103,0.92,null,No relevant experience,no_enrollment,Phd,STEM,>20,null,null,1,3,0
511,city_28,0.939,Other,Has relevant experience,Part time course,Graduate,STEM,10,Oct-49,Pvt Ltd,4,85,0
18526,city_136,0.897,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,500-999,Funded Startup,never,21,0
884,city_103,0.92,null,No relevant experience,Full time course,Graduate,STEM,5,null,Public Sector,1,101,0
13252,city_106,0.698,Male,Has relevant experience,Part time course,High School,null,11,Oct-49,Pvt Ltd,1,32,0
29287,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,null,null,1,38,0
23821,city_133,0.742,Male,No relevant experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,>4,44,0
